Time [MM:SS];Image file path;T1;T2;T3;T4;T5;T6;T7;T8;V1;V2;V3;V4;V5;V6;V7;V8
18-47-19_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-19_353.PNG;30,215745;NaN;26,841184;26,674049;-3,468376;-3,379922;-3,412655;-3,581178;1,907827;12,005955;2,094057;2,105963;5,784271;5,769768;5,775134;5,802784
18-47-19_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-19_853.PNG;30,233493;NaN;26,840762;26,687264;-3,468310;-3,380565;-3,412375;-3,581134;1,906678;12,005934;2,094088;2,105005;5,784260;5,769874;5,775088;5,802777
18-47-20_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-20_353.PNG;30,183921;NaN;26,841996;26,703570;-3,468379;-3,380405;-3,412459;-3,580931;1,909889;12,005918;2,093999;2,103824;5,784272;5,769847;5,775102;5,802743
18-47-20_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-20_853.PNG;30,234064;NaN;26,852364;26,711414;-3,468877;-3,380496;-3,412059;-3,581004;1,906641;12,005926;2,093253;2,103256;5,784353;5,769862;5,775036;5,802755
18-47-21_354;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-21_354.PNG;30,200233;NaN;26,862206;26,709159;-3,468369;-3,381224;-3,412681;-3,580989;1,908832;12,005912;2,092545;2,103419;5,784270;5,769981;5,775138;5,802753
18-47-21_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-21_853.PNG;30,656680;NaN;26,872432;26,702328;-3,468423;-3,381074;-3,413470;-3,580906;1,879482;12,005943;2,091809;2,103914;5,784279;5,769957;5,775267;5,802739
18-47-22_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-22_353.PNG;30,688714;NaN;26,877546;26,695177;-3,467922;-3,382202;-3,412953;-3,581040;1,877439;12,005949;2,091441;2,104432;5,784197;5,770142;5,775183;5,802761
18-47-22_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-22_853.PNG;30,676567;NaN;26,882090;26,696987;-3,468321;-3,382867;-3,412881;-3,580960;1,878213;12,005938;2,091115;2,104300;5,784262;5,770251;5,775171;5,802748
18-47-23_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-23_353.PNG;30,665005;NaN;26,880274;26,700024;-3,467849;-3,382544;-3,412779;-3,581036;1,878951;12,005926;2,091245;2,104080;5,784185;5,770198;5,775154;5,802760
18-47-23_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-23_853.PNG;30,621825;NaN;26,880514;26,697251;-3,467882;-3,381322;-3,412452;-3,581171;1,881707;12,005926;2,091228;2,104281;5,784190;5,769998;5,775100;5,802783
