Time [MM:SS];Image file path;T1;T2;T3;T4;T5;T6;T7;T8;V1;V2;V3;V4;V5;V6;V7;V8
12-07-03_240;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-03_240.PNG;5,527872;5,511420;5,485389;5,458053;24,799399;25,881404;25,034434;-113,643228;4,304896;4,309801;4,304149;4,314502;2,238900;2,152199;2,219786;12,003520
12-07-03_739;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-03_739.PNG;5,527601;5,511528;5,485353;5,458102;24,779734;25,875862;25,037658;-113,000168;4,304931;4,309786;4,304154;4,314496;2,240506;2,152634;2,219525;12,003469
12-07-04_240;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-04_240.PNG;5,527849;5,511492;5,485321;5,457881;24,754608;25,870784;25,041802;-113,447857;4,304899;4,309791;4,304158;4,314525;2,242560;2,153034;2,219190;12,003505
12-07-04_740;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-04_740.PNG;5,527818;5,511303;5,485439;5,457688;24,739037;25,868026;25,046904;-113,212970;4,304903;4,309816;4,304143;4,314550;2,243834;2,153251;2,218776;12,003486
12-07-05_240;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-05_240.PNG;5,527727;5,511745;5,485290;5,457972;24,729671;25,865639;25,046875;-113,116775;4,304915;4,309758;4,304163;4,314513;2,244600;2,153438;2,218779;12,003479
12-07-05_740;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-05_740.PNG;5,527998;5,511344;5,485204;5,457963;24,721146;25,863419;25,044983;-113,175815;4,304879;4,309811;4,304174;4,314514;2,245298;2,153613;2,218932;12,003483
12-07-06_240;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-06_240.PNG;5,527876;5,511542;5,485046;5,458278;24,710381;25,859767;25,035788;-113,611597;4,304895;4,309784;4,304195;4,314472;2,246180;2,153900;2,219677;12,003517
12-07-06_740;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-06_740.PNG;5,527700;5,511601;5,484883;5,458030;24,700813;25,858941;25,019660;-113,401773;4,304918;4,309777;4,304216;4,314505;2,246964;2,153965;2,220983;12,003501
12-07-07_240;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-07_240.PNG;5,527809;5,511465;5,485258;5,458084;24,686559;25,856373;25,004349;-113,401773;4,304904;4,309795;4,304167;4,314498;2,248132;2,154167;2,222224;12,003501
12-07-07_740;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-07_740.PNG;5,527682;5,511402;5,485172;5,457769;24,669746;25,853540;24,986615;-113,183230;4,304921;4,309803;4,304178;4,314540;2,249510;2,154390;2,223662;12,003484
